 STICS SELECTED RATES
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19950101_V01.DAT;2
         FIFO mode is OFF    TGS mode is ON       Telemetry mode is Science mode     
 YEAR DOY HR:MIN:SEC          H        He2        He1        BR0        BR1        BR2      FSR12      FSR34      FSR56         O1         O6         07 
 1995   9 12:19:53          0.00       0.00       0.00       0.00       0.00       0.01      24.39      27.45      19.35       0.00       0.00       0.00
 1995   9 12:52:05          0.00       0.00       0.00       0.00       0.00       0.02      24.42      27.50      19.18       0.00       0.00       0.00
 1995   9 13:24:16          0.00       0.00       0.01       0.00       0.00       0.03      24.71      27.64      18.99       0.00       0.00       0.00
 1995   9 13:56:28          0.00       0.00       0.01       0.00       0.00       0.02      24.82      27.82      18.78       0.00       0.00       0.00
 1995   9 14:28:39          0.00       0.00       0.01       0.00       0.01       0.02      24.47      27.71      19.34       0.00       0.00       0.00
 1995   9 15:00:50          0.00       0.00       0.01       0.00       0.00       0.03      24.81      27.50      19.29       0.00       0.00       0.00
 1995   9 15:33:02          0.00       0.00       0.01       0.00       0.00       0.01      24.72      27.38      19.18       0.00       0.00       0.00
 1995   9 16:05:13          0.00       0.00       0.00       0.00       0.00       0.01      24.41      27.85      19.15       0.00       0.00       0.00
 1995   9 16:37:25          0.09       0.01       0.01       0.00       0.00       0.11      24.92      28.00      19.84       0.00       0.00       0.00
 1995   9 17:09:37          0.33       0.04       0.00       0.00       0.00       0.39      26.56      28.95      21.75       0.00       0.00       0.00
 1995   9 17:41:48          0.05       0.01       0.00       0.00       0.00       0.08      25.12      27.33      19.17       0.00       0.00       0.00
 1995   9 18:13:59          0.00       0.00       0.01       0.00       0.00       0.02      24.74      27.54      19.28       0.00       0.00       0.00
 1995   9 18:46:11          0.00       0.00       0.00       0.00       0.00       0.02      24.63      27.49      18.83       0.00       0.00       0.00
 1995   9 19:18:22          0.00       0.00       0.01       0.00       0.00       0.03      24.45      27.18      19.35       0.00       0.00       0.00
 1995   9 19:50:34          0.02       0.00       0.01       0.00       0.00       0.03      24.75      27.34      19.10       0.00       0.00       0.00
 1995   9 20:22:45          0.00       0.00       0.00       0.00       0.00       0.02      24.41      27.54      19.20       0.00       0.00       0.00
 1995   9 20:54:57          0.03       0.01       0.01       0.00       0.00       0.07      24.57      27.46      19.00       0.00       0.00       0.00
 1995   9 21:27:08          0.00       0.00       0.00       0.00       0.00       0.01      24.92      27.84      19.19       0.00       0.00       0.00
 1995   9 21:59:20          0.00       0.00       0.00       0.00       0.00       0.01      24.50      27.45      19.31       0.00       0.00       0.00
 1995   9 22:31:31          0.00       0.00       0.01       0.00       0.00       0.02      25.03      27.58      19.17       0.00       0.00       0.00
 1995   9 23:03:43          0.00       0.00       0.00       0.00       0.00       0.02      24.84      27.55      18.98       0.00       0.00       0.00
 1995   9 23:35:54          0.00       0.00       0.00       0.00       0.00       0.01      24.77      27.41      19.32       0.00       0.00       0.00
 1995   9 23:52:00          0.00       0.00       0.01       0.00       0.00       0.02      24.76      26.88      19.09       0.00       0.00       0.00
 1995  10  0:30:38          0.00       0.00       0.01       0.00       0.00       0.02      24.63      27.14      19.22       0.00       0.00       0.00
 1995  10  1:02:49          0.00       0.00       0.01       0.00       0.00       0.03      24.65      28.02      19.18       0.00       0.00       0.00
 1995  10  1:35:01          0.00       0.00       0.01       0.00       0.00       0.02      25.16      27.33      19.43       0.00       0.00       0.00
 1995  10  2:07:12          0.00       0.00       0.00       0.00       0.00       0.02      24.69      27.34      19.09       0.00       0.00       0.00
 1995  10  2:39:24          0.00       0.00       0.00       0.00       0.00       0.01      24.88      27.48      19.27       0.00       0.00       0.00
 1995  10  3:11:35          0.00       0.00       0.00       0.00       0.00       0.01      23.69      27.78      18.09       0.00       0.00       0.00
 1995  10  3:43:47          0.00       0.00       0.00       0.00       0.00       0.02      24.30      27.86      19.42       0.00       0.00       0.00
 1995  10  4:15:58          0.00       0.00       0.00       0.00       0.00       0.02      24.47      27.74      19.32       0.00       0.00       0.00
 1995  10  4:48:10          0.00       0.00       0.00       0.00       0.00       0.01      24.99      27.63      19.08       0.00       0.00       0.00
 1995  10  5:20:21          0.03       0.01       0.00       0.00       0.00       0.05      24.97      27.66      19.35       0.00       0.00       0.00
 1995  10  5:52:32          0.26       0.04       0.01       0.00       0.01       0.33      27.03      28.82      19.77       0.00       0.00       0.00
 1995  10  6:24:44          0.04       0.00       0.01       0.00       0.01       0.07      24.81      28.05      19.72       0.00       0.00       0.00
 1995  10  6:56:55          0.01       0.00       0.01       0.00       0.00       0.04      24.90      27.63      19.37       0.00       0.00       0.00
 1995  10  7:29:07          0.00       0.00       0.00       0.00       0.00       0.02      24.83      27.45      18.90       0.00       0.00       0.00
 1995  10  8:01:19          0.00       0.00       0.00       0.00       0.00       0.02      24.62      28.15      19.11       0.00       0.00       0.00
 1995  10  8:33:30          0.00       0.00       0.01       0.00       0.00       0.02      24.78      27.71      19.34       0.00       0.00       0.00
 1995  10  9:05:42          0.00       0.00       0.01       0.00       0.00       0.02      24.59      27.06      19.30       0.00       0.00       0.00
 1995  10  9:37:53          0.00       0.01       0.01       0.00       0.00       0.02      24.49      27.23      19.14       0.00       0.00       0.00
 1995  10 10:10:04          0.03       0.00       0.01       0.00       0.00       0.05      25.20      27.29      19.53       0.00       0.00       0.00
 1995  10 10:42:16          0.00       0.00       0.01       0.00       0.00       0.02      24.82      28.05      19.32       0.00       0.00       0.00
 1995  10 11:14:27          0.02       0.00       0.01       0.00       0.00       0.04      24.84      27.91      19.43       0.00       0.00       0.00
 1995  10 11:46:39          0.00       0.00       0.01       0.00       0.00       0.02      24.64      27.94      19.18       0.00       0.00       0.00
 1995  10 12:18:50          0.02       0.00       0.00       0.00       0.00       0.03      24.98      27.92      18.85       0.00       0.00       0.00
 1995  10 12:51:02          0.01       0.00       0.02       0.00       0.00       0.03      24.72      27.70      19.15       0.00       0.00       0.00
 1995  10 13:23:13          0.00       0.00       0.01       0.00       0.00       0.02      24.54      27.73      19.21       0.00       0.00       0.00
 1995  10 13:55:25          0.00       0.00       0.00       0.00       0.00       0.01      25.05      27.59      19.13       0.00       0.00       0.00
 1995  10 14:27:36          0.00       0.00       0.01       0.00       0.00       0.02      24.42      27.88      19.12       0.00       0.00       0.00
 1995  10 14:59:48          0.00       0.00       0.01       0.00       0.00       0.02      24.92      28.00      19.11       0.00       0.00       0.00
 1995  10 15:31:59          0.13       0.02       0.00       0.00       0.00       0.18      26.19      28.10      19.43       0.00       0.00       0.00
 1995  10 16:04:11          0.06       0.01       0.01       0.00       0.00       0.08      25.26      27.70      19.77       0.00       0.00       0.00
 1995  10 16:36:22          0.00       0.00       0.01       0.00       0.00       0.02      24.93      28.06      19.10       0.00       0.00       0.00
 1995  10 17:08:33          0.00       0.00       0.01       0.00       0.00       0.02      24.95      28.15      19.64       0.00       0.00       0.00
 1995  10 17:40:45          0.01       0.00       0.01       0.00       0.00       0.02      25.13      27.44      19.60       0.00       0.00       0.00
 1995  10 18:12:57          0.00       0.00       0.00       0.00       0.00       0.01      24.65      27.87      19.50       0.00       0.00       0.00
 1995  10 18:45:08          0.00       0.00       0.00       0.00       0.00       0.01      24.86      28.48      19.31       0.00       0.00       0.00
 1995  10 19:17:20          0.00       0.00       0.01       0.00       0.00       0.02      24.92      28.33      19.59       0.00       0.00       0.00
 1995  10 19:49:31          0.00       0.00       0.01       0.00       0.00       0.02      25.10      28.09      19.33       0.00       0.00       0.00
 1995  10 20:21:42          0.00       0.00       0.01       0.00       0.00       0.03      25.15      28.05      19.72       0.00       0.00       0.00
 1995  10 20:53:54          0.00       0.00       0.01       0.00       0.00       0.03      25.44      28.66      19.60       0.00       0.00       0.00
 1995  10 21:26:05          0.00       0.00       0.01       0.00       0.00       0.05      25.00      29.10      19.31       0.00       0.00       0.00
 1995  10 21:58:17          0.00       0.00       0.02       0.00       0.00       0.06      25.04      29.25      19.63       0.00       0.00       0.00
 1995  10 22:30:29          0.00       0.00       0.01       0.00       0.00       0.06      24.89      29.11      19.61       0.00       0.00       0.00
 1995  10 23:02:40          0.00       0.00       0.01       0.00       0.01       0.06      25.08      29.74      19.28       0.00       0.00       0.00
 1995  10 23:34:52          0.00       0.00       0.02       0.00       0.00       0.09      25.42      29.53      19.45       0.00       0.00       0.00
 1995  10 23:50:57          0.00       0.00       0.01       0.00       0.00       0.09      25.70      30.03      19.27       0.00       0.00       0.00
 1995  11  0:29:35          0.01       0.00       0.02       0.00       0.01       0.07      24.81      29.54      19.30       0.00       0.00       0.00
 1995  11  1:01:46          0.00       0.00       0.01       0.00       0.00       0.04      25.05      29.05      19.30       0.00       0.00       0.00
 1995  11  1:33:58          0.00       0.00       0.02       0.00       0.01       0.06      24.98      29.26      19.15       0.00       0.00       0.00
 1995  11  2:06:09          0.52       0.06       0.02       0.01       0.00       0.67      28.40      31.63      23.23       0.00       0.00       0.00
 1995  11  2:38:21          0.00       0.00       0.01       0.00       0.00       0.04      24.56      28.63      19.17       0.00       0.00       0.00
 1995  11  3:10:32          0.00       0.00       0.01       0.00       0.00       0.03      24.77      28.17      19.17       0.00       0.00       0.00
 1995  11  3:42:44          0.13       0.01       0.00       0.00       0.00       0.16      24.82      29.83      19.68       0.00       0.00       0.00
 1995  11  4:14:55          0.01       0.00       0.01       0.00       0.00       0.04      25.20      28.23      19.42       0.00       0.00       0.00
 1995  11  4:47:07          0.00       0.00       0.00       0.00       0.00       0.02      24.78      28.05      19.56       0.00       0.00       0.00
 1995  11  5:19:18          0.00       0.00       0.00       0.00       0.00       0.02      25.25      28.48      19.33       0.00       0.00       0.00
 1995  11  5:51:30          0.00       0.00       0.01       0.00       0.00       0.03      24.88      28.00      19.22       0.00       0.00       0.00
 1995  11  6:23:41          0.00       0.00       0.01       0.00       0.01       0.02      25.23      28.72      19.15       0.00       0.00       0.00
 1995  11  6:55:53          0.00       0.00       0.01       0.00       0.00       0.02      25.17      27.75      19.12       0.00       0.00       0.00
 1995  11  7:28:04          0.00       0.00       0.01       0.00       0.01       0.03      25.30      28.21      19.29       0.00       0.00       0.00
 1995  11  8:00:16          0.00       0.00       0.02       0.00       0.00       0.03      25.03      28.11      19.42       0.00       0.00       0.00
 1995  11  8:32:27          0.00       0.00       0.01       0.00       0.00       0.03      24.93      28.46      19.36       0.00       0.00       0.00
 1995  11  9:04:39          0.00       0.00       0.01       0.00       0.00       0.04      25.23      27.72      19.65       0.00       0.00       0.00
 1995  11  9:36:50          0.00       0.00       0.02       0.00       0.00       0.04      25.28      28.44      19.60       0.00       0.00       0.00
 1995  11 10:09:02          0.00       0.00       0.02       0.00       0.00       0.04      24.92      28.79      19.71       0.00       0.00       0.00
 1995  11 10:41:13          0.00       0.01       0.01       0.00       0.00       0.04      25.54      28.48      19.55       0.00       0.00       0.00
 1995  11 11:13:25          0.01       0.00       0.01       0.00       0.00       0.05      25.34      28.62      19.80       0.00       0.00       0.00
 1995  11 11:45:36          0.00       0.01       0.02       0.00       0.00       0.07      25.41      29.27      19.28       0.00       0.00       0.00
 1995  11 12:17:47          0.00       0.03       0.02       0.00       0.01       0.12      24.88      31.01      19.45       0.00       0.00       0.00
 1995  11 12:49:59          0.00       0.03       0.03       0.00       0.00       0.15      25.10      30.94      19.60       0.00       0.00       0.00
 1995  11 13:22:10          0.00       0.02       0.02       0.00       0.00       0.10      25.20      30.34      19.61       0.00       0.00       0.00
 1995  11 13:54:22          0.00       0.04       0.03       0.00       0.00       0.14      25.19      30.90      19.46       0.00       0.00       0.00
 1995  11 14:26:33          0.00       0.03       0.02       0.00       0.01       0.15      25.38      31.11      19.77       0.00       0.00       0.00
 1995  11 14:58:45          0.00       0.02       0.01       0.00       0.01       0.09      25.13      30.11      19.78       0.00       0.00       0.00
 1995  11 15:30:56          0.00       0.01       0.02       0.00       0.00       0.06      25.15      29.31      19.57       0.00       0.00       0.00
 1995  11 16:03:08          0.00       0.01       0.01       0.00       0.00       0.05      25.08      28.92      19.51       0.00       0.00       0.00
 1995  11 16:35:19          0.00       0.02       0.03       0.00       0.01       0.10      25.33      29.20      19.63       0.00       0.00       0.00
 1995  11 17:07:31          0.00       0.02       0.03       0.00       0.01       0.08      25.18      29.07      19.83       0.00       0.00       0.00
 1995  11 17:39:42          0.00       0.01       0.01       0.00       0.00       0.06      25.54      28.92      19.51       0.00       0.00       0.00
 1995  11 18:11:54          0.00       0.01       0.01       0.00       0.00       0.04      24.99      28.72      19.32       0.00       0.00       0.00
 1995  11 18:44:05          0.00       0.00       0.00       0.00       0.00       0.02      24.86      27.71      19.79       0.00       0.00       0.00
 1995  11 19:16:17          0.00       0.00       0.01       0.00       0.00       0.03      25.12      28.16      19.32       0.00       0.00       0.00
 1995  11 19:48:28          0.00       0.01       0.01       0.00       0.00       0.03      24.96      27.66      19.68       0.00       0.00       0.00
 1995  11 20:20:40          0.00       0.01       0.01       0.00       0.00       0.03      24.99      27.75      19.21       0.00       0.00       0.00
 1995  11 20:52:51          0.00       0.01       0.02       0.00       0.00       0.04      24.92      27.97      19.32       0.00       0.00       0.00
 1995  11 21:25:03          0.00       0.00       0.00       0.00       0.00       0.02      25.24      27.44      19.28       0.00       0.00       0.00
 1995  11 21:57:14          0.00       0.00       0.00       0.00       0.00       0.00      25.17      27.73      19.50       0.00       0.00       0.00
 1995  11 22:29:25          0.00       0.00       0.00       0.00       0.00       0.01      25.08      27.46      19.50       0.00       0.00       0.00
 1995  11 23:01:37          0.00       0.00       0.01       0.00       0.00       0.01      25.05      27.72      19.59       0.00       0.00       0.00
 1995  11 23:33:48          0.00       0.00       0.00       0.00       0.00       0.01      25.12      27.74      19.45       0.00       0.00       0.00
 1995  11 23:49:54          0.00       0.00       0.01       0.00       0.00       0.01      25.75      27.95      19.52       0.00       0.00       0.00
 1995  12  0:31:45          0.00       0.00       0.00       0.00       0.00       0.01      25.20      27.39      19.57       0.00       0.00       0.00
 1995  12  1:03:57          0.00       0.00       0.01       0.00       0.00       0.01      24.70      27.23      19.09       0.00       0.00       0.00
 1995  12  1:36:08          0.00       0.00       0.00       0.00       0.00       0.01      25.49      27.58      19.98       0.00       0.00       0.00
 1995  12  2:08:20          0.02       0.00       0.01       0.00       0.00       0.04      24.77      27.70      19.70       0.00       0.00       0.00
 1995  12  2:40:31          0.00       0.00       0.01       0.00       0.00       0.01      24.96      27.65      19.87       0.00       0.00       0.00
 1995  12  3:12:43          0.07       0.00       0.01       0.00       0.00       0.09      25.46      28.31      19.75       0.00       0.00       0.00
 1995  12  3:44:54          0.00       0.00       0.01       0.00       0.00       0.01      25.20      27.39      19.55       0.00       0.00       0.00
 1995  12  4:17:06          0.00       0.00       0.00       0.00       0.00       0.01      25.19      27.61      19.45       0.00       0.00       0.00
 1995  12  4:49:17          0.01       0.00       0.00       0.00       0.00       0.02      25.50      27.58      19.66       0.00       0.00       0.00
 1995  12  5:21:28          0.00       0.00       0.00       0.00       0.00       0.00      24.96      27.27      19.70       0.00       0.00       0.00
 1995  12  5:53:40          0.00       0.00       0.00       0.00       0.00       0.01      24.94      27.05      19.37       0.00       0.00       0.00
 1995  12  6:25:51          0.01       0.00       0.00       0.00       0.00       0.02      25.26      27.62      19.77       0.00       0.00       0.00
 1995  12  6:58:03          0.14       0.01       0.00       0.00       0.00       0.16      26.04      28.84      20.14       0.00       0.00       0.00
 1995  12  7:30:14          0.10       0.01       0.00       0.00       0.00       0.13      25.83      28.58      20.72       0.00       0.00       0.00
 1995  12  8:02:26          0.23       0.03       0.01       0.00       0.00       0.28      27.17      29.24      21.11       0.00       0.00       0.00
 1995  12  8:34:38          0.46       0.06       0.00       0.00       0.00       0.55      29.77      30.02      22.26       0.00       0.00       0.00
 1995  12  9:06:49          0.19       0.02       0.00       0.00       0.00       0.22      27.00      28.59      21.19       0.00       0.00       0.00
 1995  12  9:39:00          1.09       0.07       0.01       0.00       0.00       1.21      32.49      32.55      24.49       0.00       0.00       0.00
 1995  12 10:11:12          0.45       0.04       0.01       0.00       0.00       0.52      28.67      29.93      21.61       0.00       0.00       0.00
 1995  12 10:43:23          0.00       0.00       0.00       0.00       0.00       0.00      25.20      27.46      19.61       0.00       0.00       0.00
 1995  12 11:15:35          0.00       0.00       0.00       0.00       0.00       0.00      25.25      27.26      19.40       0.00       0.00       0.00
 1995  12 11:47:46          0.00       0.00       0.00       0.00       0.00       0.00      25.03      27.39      19.65       0.00       0.00       0.00
 1995  12 12:19:58          0.00       0.00       0.00       0.00       0.00       0.01      25.19      27.36      19.64       0.00       0.00       0.00
 1995  12 12:52:09          0.01       0.00       0.00       0.00       0.00       0.01      25.27      27.57      19.73       0.00       0.00       0.00
 1995  12 13:24:21          0.02       0.00       0.00       0.00       0.00       0.02      25.26      27.59      19.72       0.00       0.00       0.00
 1995  12 13:56:32          0.00       0.00       0.00       0.00       0.00       0.01      24.84      27.73      19.86       0.00       0.00       0.00
 1995  12 14:28:44          0.00       0.00       0.00       0.00       0.00       0.00      24.89      27.60      19.40       0.00       0.00       0.00
 1995  12 15:00:55          0.00       0.00       0.00       0.00       0.00       0.00      25.05      27.62      19.41       0.00       0.00       0.00
 1995  12 15:33:07          0.00       0.00       0.00       0.00       0.00       0.00      24.86      27.34      19.44       0.00       0.00       0.00
 1995  12 16:05:18          0.00       0.00       0.01       0.00       0.00       0.01      25.39      27.50      19.42       0.00       0.00       0.00
 1995  12 16:37:29          0.00       0.00       0.00       0.00       0.00       0.00      24.87      27.62      19.67       0.00       0.00       0.00
 1995  12 17:09:41          0.00       0.00       0.00       0.00       0.00       0.01      24.82      27.60      19.42       0.00       0.00       0.00
 1995  12 17:41:52          0.00       0.00       0.00       0.00       0.00       0.00      25.22      27.43      19.41       0.00       0.00       0.00
 1995  12 18:14:04          0.00       0.00       0.01       0.00       0.00       0.02      25.18      27.61      19.75       0.00       0.00       0.00
 1995  12 18:46:15          0.00       0.00       0.00       0.00       0.00       0.00      24.85      27.61      19.98       0.00       0.00       0.00
 1995  12 19:18:27          0.00       0.00       0.00       0.00       0.00       0.00      25.42      27.89      19.55       0.00       0.00       0.00
 1995  12 19:50:38          0.00       0.00       0.01       0.00       0.00       0.01      25.41      27.51      19.99       0.00       0.00       0.00
 1995  12 20:22:50          0.00       0.00       0.00       0.00       0.00       0.00      24.87      27.76      19.70       0.00       0.00       0.00
 1995  12 20:55:01          0.00       0.00       0.00       0.00       0.00       0.00      25.16      27.44      19.53       0.00       0.00       0.00
 1995  12 21:27:13          0.00       0.00       0.00       0.00       0.00       0.01      25.35      28.22      19.77       0.00       0.00       0.00
 1995  12 21:59:24          0.00       0.00       0.00       0.00       0.00       0.00      25.02      27.86      19.38       0.00       0.00       0.00
 1995  12 22:31:36          0.00       0.00       0.00       0.00       0.00       0.01      25.07      27.52      19.62       0.00       0.00       0.00
 1995  12 23:03:47          0.01       0.00       0.01       0.00       0.00       0.01      24.99      27.42      19.57       0.00       0.00       0.00
 1995  12 23:35:59          0.00       0.00       0.01       0.00       0.00       0.01      25.30      27.36      19.54       0.00       0.00       0.00
 1995  12 23:52:04          0.00       0.00       0.00       0.00       0.00       0.00      24.81      28.20      19.59       0.00       0.00       0.00
 1995  13  0:30:42          0.00       0.00       0.01       0.00       0.00       0.02      25.31      27.53      19.71       0.00       0.00       0.00
 1995  13  1:02:54          0.00       0.00       0.00       0.00       0.00       0.01      24.91      28.11      19.88       0.00       0.00       0.00
 1995  13  1:35:05          0.00       0.00       0.01       0.00       0.00       0.01      25.33      27.79      19.67       0.00       0.00       0.00
 1995  13  2:07:17          0.00       0.00       0.01       0.00       0.00       0.02      25.11      27.77      19.21       0.00       0.00       0.00
 1995  13  2:39:28          0.00       0.00       0.00       0.00       0.00       0.01      25.30      28.06      19.40       0.00       0.00       0.00
 1995  13  3:11:40          0.01       0.00       0.01       0.00       0.00       0.02      25.26      27.94      19.70       0.00       0.00       0.00
 1995  13  3:43:51          0.00       0.00       0.01       0.00       0.00       0.02      25.30      28.02      19.89       0.00       0.00       0.00
 1995  13  4:16:02          0.01       0.00       0.01       0.00       0.00       0.03      25.13      27.85      19.51       0.00       0.00       0.00
 1995  13  4:48:14          0.01       0.00       0.01       0.00       0.00       0.03      25.18      28.15      19.32       0.00       0.00       0.00
 1995  13  5:20:25          0.00       0.00       0.01       0.00       0.00       0.02      25.39      28.26      19.62       0.00       0.00       0.00
 1995  13  5:52:37          0.00       0.00       0.01       0.00       0.00       0.03      24.80      28.29      19.38       0.00       0.00       0.00
 1995  13  6:24:49          0.00       0.00       0.01       0.00       0.00       0.04      24.66      28.67      19.45       0.00       0.00       0.00
 1995  13  6:57:00          0.00       0.01       0.00       0.00       0.00       0.03      25.29      28.19      19.39       0.00       0.00       0.00
 1995  13  7:29:11          0.00       0.00       0.00       0.00       0.00       0.03      24.96      28.32      19.11       0.00       0.00       0.00
 1995  13  8:01:23          0.00       0.00       0.01       0.00       0.00       0.03      24.86      28.24      19.85       0.00       0.00       0.00
 1995  13  8:33:34          0.00       0.00       0.01       0.00       0.00       0.03      25.11      28.14      19.51       0.00       0.00       0.00
 1995  13  9:05:46          0.00       0.00       0.01       0.00       0.00       0.03      25.27      28.31      19.10       0.00       0.00       0.00
 1995  13  9:37:57          0.00       0.00       0.01       0.00       0.00       0.05      24.91      29.10      19.42       0.00       0.00       0.00
 1995  13 10:10:09          0.00       0.00       0.01       0.00       0.01       0.05      25.20      29.06      19.51       0.00       0.00       0.00
 1995  13 10:42:20          0.00       0.00       0.00       0.00       0.00       0.03      24.90      28.17      19.86       0.00       0.00       0.00
 1995  13 11:14:32          0.00       0.00       0.00       0.00       0.00       0.03      25.19      28.57      19.44       0.00       0.00       0.00
 1995  13 11:46:43          0.00       0.00       0.00       0.00       0.00       0.03      25.26      28.58      19.18       0.00       0.00       0.00
 1995  13 12:18:55          0.01       0.00       0.01       0.00       0.00       0.02      24.99      28.50      19.39       0.00       0.00       0.00
 1995  13 12:51:06          0.00       0.00       0.00       0.00       0.00       0.04      25.02      28.55      19.52       0.00       0.00       0.00
 1995  13 13:23:18          0.00       0.00       0.00       0.00       0.01       0.03      25.10      28.53      19.48       0.00       0.00       0.00
 1995  13 13:55:29          0.00       0.00       0.00       0.00       0.00       0.02      25.07      28.01      19.42       0.00       0.00       0.00
 1995  13 14:27:40          0.00       0.00       0.01       0.00       0.00       0.02      24.89      28.29      19.47       0.00       0.00       0.00
 1995  13 14:59:52          0.01       0.00       0.00       0.00       0.00       0.03      25.08      27.95      19.59       0.00       0.00       0.00
 1995  13 15:32:03          0.00       0.00       0.00       0.00       0.00       0.02      25.25      28.16      19.73       0.00       0.00       0.00
 1995  13 16:04:15          0.00       0.00       0.00       0.00       0.00       0.03      25.27      28.20      19.26       0.00       0.00       0.00
 1995  13 16:36:27          0.00       0.00       0.00       0.00       0.00       0.02      25.50      28.02      19.52       0.00       0.00       0.00
 1995  13 17:08:38          0.00       0.00       0.01       0.00       0.00       0.02      24.98      28.36      19.51       0.00       0.00       0.00
 1995  13 17:40:50          0.00       0.00       0.00       0.00       0.00       0.03      24.89      28.16      19.53       0.00       0.00       0.00
 1995  13 18:13:01          0.06       0.01       0.01       0.00       0.00       0.10      25.06      28.29      20.56       0.00       0.00       0.00
 1995  13 18:45:12          0.02       0.00       0.00       0.00       0.00       0.04      25.15      28.58      19.70       0.00       0.00       0.00
 1995  13 19:17:24          0.03       0.01       0.00       0.00       0.00       0.06      25.17      28.13      20.31       0.00       0.00       0.00
 1995  13 19:49:35          0.02       0.01       0.00       0.00       0.00       0.05      25.01      28.02      20.17       0.00       0.00       0.00
 1995  13 20:21:47          0.00       0.00       0.00       0.00       0.00       0.02      25.35      27.86      19.48       0.00       0.00       0.00
 1995  13 20:53:58          0.00       0.00       0.00       0.00       0.00       0.02      24.94      27.63      19.48       0.00       0.00       0.00
 1995  13 21:26:10          0.00       0.00       0.01       0.00       0.00       0.02      25.15      27.30      19.49       0.00       0.00       0.00
 1995  13 21:58:21          0.16       0.00       0.00       0.00       0.00       0.18      25.18      29.34      20.19       0.00       0.00       0.00
 1995  13 22:30:33          0.17       0.01       0.00       0.00       0.00       0.20      24.91      29.70      19.44       0.00       0.00       0.00
 1995  13 23:02:44          0.01       0.00       0.00       0.00       0.00       0.03      24.85      27.58      19.93       0.00       0.00       0.00
 1995  13 23:34:56          0.04       0.01       0.00       0.00       0.00       0.07      25.29      27.98      19.83       0.00       0.00       0.00
 1995  13 23:51:01          0.08       0.01       0.01       0.00       0.00       0.12      25.13      28.82      20.73       0.00       0.00       0.00
 1995  14  0:32:52          0.00       0.00       0.00       0.00       0.00       0.02      25.10      28.20      19.63       0.00       0.00       0.00
 1995  14  1:05:04          0.01       0.00       0.00       0.00       0.00       0.01      25.23      27.84      19.31       0.00       0.00       0.00
 1995  14  1:37:15          0.04       0.00       0.00       0.00       0.00       0.05      25.09      28.05      19.70       0.00       0.00       0.00
 1995  14  2:09:27          0.35       0.05       0.00       0.00       0.00       0.42      27.59      30.44      22.11       0.00       0.00       0.00
 1995  14  2:41:38          0.58       0.07       0.01       0.00       0.00       0.69      29.78      31.34      24.64       0.00       0.00       0.00
 1995  14  3:13:50          0.11       0.01       0.00       0.00       0.00       0.13      26.68      28.14      20.20       0.00       0.00       0.00
 1995  14  3:46:01          0.01       0.00       0.00       0.00       0.00       0.02      25.07      27.40      19.22       0.00       0.00       0.00
 1995  14  4:18:12          0.00       0.00       0.00       0.00       0.00       0.01      25.05      27.77      19.45       0.00       0.00       0.00
 1995  14  4:50:24          0.00       0.00       0.01       0.00       0.00       0.01      24.84      27.92      19.74       0.00       0.00       0.00
 1995  14  5:22:36          0.01       0.00       0.00       0.00       0.00       0.01      25.18      27.82      19.69       0.00       0.00       0.00
 1995  14  5:54:47          0.00       0.00       0.00       0.00       0.00       0.01      25.10      27.99      19.28       0.00       0.00       0.00
 1995  14  6:26:59          0.00       0.00       0.00       0.00       0.00       0.01      24.94      27.63      19.36       0.00       0.00       0.00
 1995  14  6:59:10          0.00       0.00       0.00       0.00       0.00       0.01      24.95      27.56      19.16       0.00       0.00       0.00
 1995  14  7:31:22          0.00       0.00       0.00       0.00       0.00       0.01      25.17      27.72      19.62       0.00       0.00       0.00
 1995  14  8:03:33          0.00       0.00       0.00       0.00       0.00       0.01      25.23      27.58      19.16       0.00       0.00       0.00
 1995  14  8:35:44          0.00       0.00       0.00       0.00       0.00       0.01      25.45      27.49      19.76       0.00       0.00       0.00
 1995  14  9:07:56          0.00       0.00       0.00       0.00       0.00       0.01      25.23      27.53      19.47       0.00       0.00       0.00
 1995  14  9:40:07          0.00       0.00       0.00       0.00       0.00       0.00      24.95      27.55      19.51       0.00       0.00       0.00
 1995  14 10:12:19          0.00       0.00       0.01       0.00       0.00       0.01      25.17      27.72      19.53       0.00       0.00       0.00
 1995  14 10:44:30          0.00       0.00       0.00       0.00       0.00       0.01      25.21      27.68      19.75       0.00       0.00       0.00
 1995  14 11:16:42          0.00       0.00       0.00       0.00       0.00       0.01      25.05      27.57      19.51       0.00       0.00       0.00
 1995  14 11:48:53          0.00       0.00       0.01       0.00       0.00       0.01      24.69      27.59      19.80       0.00       0.00       0.00
 1995  14 12:21:05          0.00       0.00       0.00       0.00       0.00       0.01      24.94      27.83      19.20       0.00       0.00       0.00
 1995  14 12:53:16          0.00       0.00       0.00       0.00       0.00       0.01      24.81      27.83      19.39       0.00       0.00       0.00
 1995  14 13:25:28          0.00       0.00       0.00       0.00       0.00       0.01      24.88      27.85      19.42       0.00       0.00       0.00
 1995  14 13:57:39          0.00       0.00       0.00       0.00       0.00       0.01      25.28      27.58      19.58       0.00       0.00       0.00
 1995  14 14:29:51          0.00       0.00       0.00       0.00       0.00       0.02      24.97      27.64      19.37       0.00       0.00       0.00
